Code,Area,Year,Gender,Type,Values
127,Sydney - South West,2017,Males,Jobs,159.6
127,Sydney - South West,2018,Males,Jobs,165
127,Sydney - South West,2019,Males,Jobs,165.3
127,Sydney - South West,2020,Males,Jobs,172.5
127,Sydney - South West,2016,Females,Jobs,127.4
127,Sydney - South West,2017,Females,Jobs,132.8
127,Sydney - South West,2018,Females,Jobs,139.6
127,Sydney - South West,2019,Females,Jobs,138.5
127,Sydney - South West,2020,Females,Jobs,147.9
127,Sydney - South West,2016,Males,Salary,31579
127,Sydney - South West,2017,Males,Salary,32415
127,Sydney - South West,2018,Males,Salary,33640
127,Sydney - South West,2019,Males,Salary,35772
127,Sydney - South West,2020,Males,Salary,35200
127,Sydney - South West,2016,Females,Salary,23425
127,Sydney - South West,2017,Females,Salary,24000
127,Sydney - South West,2018,Females,Salary,24823
127,Sydney - South West,2019,Females,Salary,27669
127,Sydney - South West,2020,Females,Salary,27468
128,Sydney - Sutherland,2016,Males,Jobs,90.3
128,Sydney - Sutherland,2017,Males,Jobs,90.3
128,Sydney - Sutherland,2018,Males,Jobs,91.1
128,Sydney - Sutherland,2019,Males,Jobs,90.4
128,Sydney - Sutherland,2020,Males,Jobs,91.5
128,Sydney - Sutherland,2016,Females,Jobs,92.1
128,Sydney - Sutherland,2017,Females,Jobs,92.4
128,Sydney - Sutherland,2018,Females,Jobs,94.3
128,Sydney - Sutherland,2019,Females,Jobs,92.4
128,Sydney - Sutherland,2020,Females,Jobs,95.4
128,Sydney - Sutherland,2016,Males,Salary,44468
128,Sydney - Sutherland,2017,Males,Salary,46050
128,Sydney - Sutherland,2018,Males,Salary,47389
128,Sydney - Sutherland,2019,Males,Salary,50000
128,Sydney - Sutherland,2020,Males,Salary,51097
128,Sydney - Sutherland,2016,Females,Salary,26052
128,Sydney - Sutherland,2017,Females,Salary,27400
128,Sydney - Sutherland,2018,Females,Salary,28046
128,Sydney - Sutherland,2019,Females,Salary,31200
128,Sydney - Sutherland,2020,Females,Salary,32183
201,Ballarat,2016,Males,Jobs,2500.6
201,Ballarat,2017,Males,Jobs,2582.7
201,Ballarat,2018,Males,Jobs,2664.6
201,Ballarat,2019,Males,Jobs,2658.1
201,Ballarat,2020,Males,Jobs,2678.3
201,Ballarat,2016,Females,Jobs,2363.7
201,Ballarat,2017,Females,Jobs,2432.6
201,Ballarat,2018,Females,Jobs,2555.3
201,Ballarat,2019,Females,Jobs,2541.6
201,Ballarat,2020,Females,Jobs,2593.6
201,Ballarat,2016,Males,Salary,28398
201,Ballarat,2017,Males,Salary,29340
201,Ballarat,2018,Males,Salary,30946
201,Ballarat,2019,Males,Salary,32860
201,Ballarat,2020,Males,Salary,33766
201,Ballarat,2016,Females,Salary,18827
201,Ballarat,2017,Females,Salary,19559
201,Ballarat,2018,Females,Salary,19676
201,Ballarat,2019,Females,Salary,21969
201,Ballarat,2020,Females,Salary,22977
202,Bendigo,2016,Males,Jobs,59
202,Bendigo,2017,Males,Jobs,60.6
202,Bendigo,2018,Males,Jobs,62.2
202,Bendigo,2019,Males,Jobs,62.9
202,Bendigo,2020,Males,Jobs,64.4
202,Bendigo,2016,Females,Jobs,58
202,Bendigo,2017,Females,Jobs,58.4
202,Bendigo,2018,Females,Jobs,62.4
202,Bendigo,2019,Females,Jobs,62.9
202,Bendigo,2020,Females,Jobs,65.6
202,Bendigo,2016,Males,Salary,28397
202,Bendigo,2017,Males,Salary,30847
202,Bendigo,2018,Males,Salary,31912
202,Bendigo,2019,Males,Salary,33391
202,Bendigo,2020,Males,Salary,34974
202,Bendigo,2016,Females,Salary,17969
202,Bendigo,2017,Females,Salary,19344
202,Bendigo,2018,Females,Salary,19967
202,Bendigo,2019,Females,Salary,22627
202,Bendigo,2020,Females,Salary,23742
203,Geelong,2016,Males,Jobs,58.3
203,Geelong,2017,Males,Jobs,58.9
203,Geelong,2018,Males,Jobs,60.5
203,Geelong,2019,Males,Jobs,60.9
203,Geelong,2020,Males,Jobs,62.4
203,Geelong,2016,Females,Jobs,58.3
203,Geelong,2017,Females,Jobs,59.1
203,Geelong,2018,Females,Jobs,61.9
203,Geelong,2019,Females,Jobs,61.7
203,Geelong,2020,Females,Jobs,64.4
203,Geelong,2016,Males,Salary,30055
203,Geelong,2017,Males,Salary,31089
203,Geelong,2018,Males,Salary,32218
203,Geelong,2019,Males,Salary,33682
203,Geelong,2020,Males,Salary,34263
203,Geelong,2016,Females,Salary,18675
203,Geelong,2017,Females,Salary,19180
203,Geelong,2018,Females,Salary,20190
203,Geelong,2019,Females,Salary,22296
203,Geelong,2020,Females,Salary,23002
204,Hume,2016,Males,Jobs,111.8
204,Hume,2017,Males,Jobs,115.8
204,Hume,2018,Males,Jobs,119.5
204,Hume,2019,Males,Jobs,122.7
204,Hume,2020,Males,Jobs,127.9
204,Hume,2016,Females,Jobs,110.8
204,Hume,2017,Females,Jobs,115.6
204,Hume,2018,Females,Jobs,121
204,Hume,2019,Females,Jobs,123.9
204,Hume,2020,Females,Jobs,130.4
204,Hume,2016,Males,Salary,26264
204,Hume,2017,Males,Salary,26928
204,Hume,2018,Males,Salary,28142
204,Hume,2019,Males,Salary,30413
204,Hume,2020,Males,Salary,30455
204,Hume,2016,Females,Salary,16075
204,Hume,2017,Females,Salary,17058
204,Hume,2018,Females,Salary,17337
204,Hume,2019,Females,Salary,19884
204,Hume,2020,Females,Salary,20684
205,Latrobe - Gippsland,2016,Males,Jobs,69.1
205,Latrobe - Gippsland,2017,Males,Jobs,70.7
205,Latrobe - Gippsland,2018,Males,Jobs,71.4
205,Latrobe - Gippsland,2019,Males,Jobs,71.1
205,Latrobe - Gippsland,2020,Males,Jobs,74.6
205,Latrobe - Gippsland,2016,Females,Jobs,67.9
205,Latrobe - Gippsland,2017,Females,Jobs,68.8
205,Latrobe - Gippsland,2018,Females,Jobs,71.8
205,Latrobe - Gippsland,2019,Females,Jobs,70.7
205,Latrobe - Gippsland,2020,Females,Jobs,75.1
205,Latrobe - Gippsland,2016,Males,Salary,27553
205,Latrobe - Gippsland,2017,Males,Salary,28408
205,Latrobe - Gippsland,2018,Males,Salary,30383
205,Latrobe - Gippsland,2019,Males,Salary,32011
205,Latrobe - Gippsland,2020,Males,Salary,33080
205,Latrobe - Gippsland,2016,Females,Salary,16546
205,Latrobe - Gippsland,2017,Females,Salary,17815
205,Latrobe - Gippsland,2018,Females,Salary,17921
205,Latrobe - Gippsland,2019,Females,Salary,20618
205,Latrobe - Gippsland,2020,Females,Salary,21130
206,Melbourne - Inner,2016,Males,Jobs,102.5
206,Melbourne - Inner,2017,Males,Jobs,104.8
206,Melbourne - Inner,2018,Males,Jobs,106
206,Melbourne - Inner,2019,Males,Jobs,106.6
206,Melbourne - Inner,2020,Males,Jobs,109.6
206,Melbourne - Inner,2016,Females,Jobs,97.5
206,Melbourne - Inner,2017,Females,Jobs,98.8
206,Melbourne - Inner,2018,Females,Jobs,104.4
206,Melbourne - Inner,2019,Females,Jobs,104.1
206,Melbourne - Inner,2020,Females,Jobs,110.3
206,Melbourne - Inner,2016,Males,Salary,25113
206,Melbourne - Inner,2017,Males,Salary,26797
206,Melbourne - Inner,2018,Males,Salary,27023
206,Melbourne - Inner,2019,Males,Salary,30130
206,Melbourne - Inner,2020,Males,Salary,33771
206,Melbourne - Inner,2016,Females,Salary,18944
206,Melbourne - Inner,2017,Females,Salary,19833
206,Melbourne - Inner,2018,Females,Salary,20051
206,Melbourne - Inner,2019,Females,Salary,22500
206,Melbourne - Inner,2020,Females,Salary,25823
207,Melbourne - Inner East,2016,Males,Jobs,309.4
207,Melbourne - Inner East,2017,Males,Jobs,321.6
207,Melbourne - Inner East,2018,Males,Jobs,331.6
207,Melbourne - Inner East,2019,Males,Jobs,322.7
207,Melbourne - Inner East,2020,Males,Jobs,304.9
207,Melbourne - Inner East,2016,Females,Jobs,317.8
207,Melbourne - Inner East,2017,Females,Jobs,328.9
207,Melbourne - Inner East,2018,Females,Jobs,344.7
207,Melbourne - Inner East,2019,Females,Jobs,336.1
207,Melbourne - Inner East,2020,Females,Jobs,319.6
207,Melbourne - Inner East,2016,Males,Salary,31093
207,Melbourne - Inner East,2017,Males,Salary,31660
207,Melbourne - Inner East,2018,Males,Salary,32099
207,Melbourne - Inner East,2019,Males,Salary,34458
207,Melbourne - Inner East,2020,Males,Salary,36234
207,Melbourne - Inner East,2016,Females,Salary,20455
207,Melbourne - Inner East,2017,Females,Salary,21317
207,Melbourne - Inner East,2018,Females,Salary,21690
207,Melbourne - Inner East,2019,Females,Salary,24449
207,Melbourne - Inner East,2020,Females,Salary,26330
208,Melbourne - Inner South,2016,Males,Jobs,144.1
208,Melbourne - Inner South,2017,Males,Jobs,146.2
208,Melbourne - Inner South,2018,Males,Jobs,150.4
208,Melbourne - Inner South,2019,Males,Jobs,148.4
208,Melbourne - Inner South,2020,Males,Jobs,146.1
208,Melbourne - Inner South,2016,Females,Jobs,147.6
208,Melbourne - Inner South,2017,Females,Jobs,149.6
208,Melbourne - Inner South,2018,Females,Jobs,154.7
208,Melbourne - Inner South,2019,Females,Jobs,152.1
208,Melbourne - Inner South,2020,Females,Jobs,151.8
208,Melbourne - Inner South,2016,Males,Salary,36675
208,Melbourne - Inner South,2017,Males,Salary,37205
208,Melbourne - Inner South,2018,Males,Salary,37768
208,Melbourne - Inner South,2019,Males,Salary,40695
208,Melbourne - Inner South,2020,Males,Salary,43245
208,Melbourne - Inner South,2016,Females,Salary,22755
208,Melbourne - Inner South,2017,Females,Salary,23533
208,Melbourne - Inner South,2018,Females,Salary,24043
208,Melbourne - Inner South,2019,Females,Salary,27086
208,Melbourne - Inner South,2020,Females,Salary,28923
209,Melbourne - North East,2016,Males,Jobs,166.7
209,Melbourne - North East,2017,Males,Jobs,169.8
209,Melbourne - North East,2018,Males,Jobs,174.5
209,Melbourne - North East,2019,Males,Jobs,172.2
209,Melbourne - North East,2020,Males,Jobs,169.4
209,Melbourne - North East,2016,Females,Jobs,171.1
209,Melbourne - North East,2017,Females,Jobs,174.8
209,Melbourne - North East,2018,Females,Jobs,181.5
209,Melbourne - North East,2019,Females,Jobs,179
209,Melbourne - North East,2020,Females,Jobs,179.8
209,Melbourne - North East,2016,Males,Salary,33037
209,Melbourne - North East,2017,Males,Salary,33866
209,Melbourne - North East,2018,Males,Salary,35019
209,Melbourne - North East,2019,Males,Salary,37000
209,Melbourne - North East,2020,Males,Salary,37939
209,Melbourne - North East,2016,Females,Salary,21847
209,Melbourne - North East,2017,Females,Salary,22763
209,Melbourne - North East,2018,Females,Salary,23400
209,Melbourne - North East,2019,Females,Salary,26129
209,Melbourne - North East,2020,Females,Salary,27148
210,Melbourne - North West,2016,Males,Jobs,204.8
210,Melbourne - North West,2017,Males,Jobs,210.8
210,Melbourne - North West,2018,Males,Jobs,217.3
210,Melbourne - North West,2019,Males,Jobs,217.2
210,Melbourne - North West,2020,Males,Jobs,219.4
210,Melbourne - North West,2016,Females,Jobs,193.2
210,Melbourne - North West,2017,Females,Jobs,199.5
210,Melbourne - North West,2018,Females,Jobs,208.4
210,Melbourne - North West,2019,Females,Jobs,206.5
210,Melbourne - North West,2020,Females,Jobs,211
210,Melbourne - North West,2016,Males,Salary,30295
210,Melbourne - North West,2017,Males,Salary,30899
210,Melbourne - North West,2018,Males,Salary,31499
210,Melbourne - North West,2019,Males,Salary,33140
210,Melbourne - North West,2020,Males,Salary,33007
210,Melbourne - North West,2016,Females,Salary,21964
210,Melbourne - North West,2017,Females,Salary,22980
210,Melbourne - North West,2018,Females,Salary,23458
210,Melbourne - North West,2019,Females,Salary,25920
210,Melbourne - North West,2020,Females,Salary,26068
211,Melbourne - Outer East,2016,Males,Jobs,148.5
211,Melbourne - Outer East,2017,Males,Jobs,156.1
211,Melbourne - Outer East,2018,Males,Jobs,164.2
211,Melbourne - Outer East,2019,Males,Jobs,166.6
211,Melbourne - Outer East,2020,Males,Jobs,172.3
211,Melbourne - Outer East,2016,Females,Jobs,127.5
211,Melbourne - Outer East,2017,Females,Jobs,132.4
211,Melbourne - Outer East,2018,Females,Jobs,141.5
211,Melbourne - Outer East,2019,Females,Jobs,142.8
211,Melbourne - Outer East,2020,Females,Jobs,149.3
211,Melbourne - Outer East,2016,Males,Salary,36136
211,Melbourne - Outer East,2017,Males,Salary,37343
211,Melbourne - Outer East,2018,Males,Salary,38470
211,Melbourne - Outer East,2019,Males,Salary,41233
211,Melbourne - Outer East,2020,Males,Salary,42469
211,Melbourne - Outer East,2016,Females,Salary,21100
211,Melbourne - Outer East,2017,Females,Salary,22175
211,Melbourne - Outer East,2018,Females,Salary,22671
211,Melbourne - Outer East,2019,Females,Salary,25507
211,Melbourne - Outer East,2020,Females,Salary,27027
212,Melbourne - South East,2016,Males,Jobs,205.3
212,Melbourne - South East,2017,Males,Jobs,207
212,Melbourne - South East,2018,Males,Jobs,210.2
212,Melbourne - South East,2019,Males,Jobs,205.8
212,Melbourne - South East,2020,Males,Jobs,204.7
212,Melbourne - South East,2016,Females,Jobs,203.7
212,Melbourne - South East,2017,Females,Jobs,205.7
212,Melbourne - South East,2018,Females,Jobs,212.1
212,Melbourne - South East,2019,Females,Jobs,207.7
212,Melbourne - South East,2020,Females,Jobs,208.4
212,Melbourne - South East,2016,Males,Salary,29201
212,Melbourne - South East,2017,Males,Salary,29670
212,Melbourne - South East,2018,Males,Salary,30131
212,Melbourne - South East,2019,Males,Salary,31559
212,Melbourne - South East,2020,Males,Salary,32538
212,Melbourne - South East,2016,Females,Salary,20520
212,Melbourne - South East,2017,Females,Salary,20944
212,Melbourne - South East,2018,Females,Salary,21170
212,Melbourne - South East,2019,Females,Salary,23392
212,Melbourne - South East,2020,Females,Salary,24186
213,Melbourne - West,2016,Males,Jobs,321.1
213,Melbourne - West,2017,Males,Jobs,336.7
213,Melbourne - West,2018,Males,Jobs,352.8
213,Melbourne - West,2019,Males,Jobs,356.2
213,Melbourne - West,2020,Males,Jobs,363.5
213,Melbourne - West,2016,Females,Jobs,273
213,Melbourne - West,2017,Females,Jobs,285.4
213,Melbourne - West,2018,Females,Jobs,304.9
213,Melbourne - West,2019,Females,Jobs,308.3
213,Melbourne - West,2020,Females,Jobs,319.3
213,Melbourne - West,2016,Males,Salary,30217
213,Melbourne - West,2017,Males,Salary,30448
213,Melbourne - West,2018,Males,Salary,31258
213,Melbourne - West,2019,Males,Salary,33254
213,Melbourne - West,2020,Males,Salary,33326
213,Melbourne - West,2016,Females,Salary,21803
213,Melbourne - West,2017,Females,Salary,22388
213,Melbourne - West,2018,Females,Salary,22857
213,Melbourne - West,2019,Females,Salary,25000
213,Melbourne - West,2020,Females,Salary,25200
214,Mornington Peninsula,2016,Males,Jobs,315.6
214,Mornington Peninsula,2017,Males,Jobs,337.9
214,Mornington Peninsula,2018,Males,Jobs,353.9
214,Mornington Peninsula,2019,Males,Jobs,356.9
214,Mornington Peninsula,2020,Males,Jobs,367.9
214,Mornington Peninsula,2016,Females,Jobs,263.9
214,Mornington Peninsula,2017,Females,Jobs,280.3
214,Mornington Peninsula,2018,Females,Jobs,298.7
214,Mornington Peninsula,2019,Females,Jobs,302.1
214,Mornington Peninsula,2020,Females,Jobs,316.9
214,Mornington Peninsula,2016,Males,Salary,34273
214,Mornington Peninsula,2017,Males,Salary,35233
214,Mornington Peninsula,2018,Males,Salary,36372
214,Mornington Peninsula,2019,Males,Salary,38996
214,Mornington Peninsula,2020,Males,Salary,40360
214,Mornington Peninsula,2016,Females,Salary,19941
214,Mornington Peninsula,2017,Females,Salary,20926
214,Mornington Peninsula,2018,Females,Salary,20956
214,Mornington Peninsula,2019,Females,Salary,23810
214,Mornington Peninsula,2020,Females,Salary,24961
215,North West,2016,Males,Jobs,111.2
215,North West,2017,Males,Jobs,113
215,North West,2018,Males,Jobs,114.5
215,North West,2019,Males,Jobs,112.3
215,North West,2020,Males,Jobs,112.5
215,North West,2016,Females,Jobs,111.7
215,North West,2017,Females,Jobs,113.3
215,North West,2018,Females,Jobs,117.8
215,North West,2019,Females,Jobs,115.7
215,North West,2020,Females,Jobs,117.4
215,North West,2016,Males,Salary,20543
215,North West,2017,Males,Salary,21829
215,North West,2018,Males,Salary,22656
215,North West,2019,Males,Salary,23117
215,North West,2020,Males,Salary,24225
215,North West,2016,Females,Salary,14634
215,North West,2017,Females,Salary,16028
215,North West,2018,Females,Salary,16538
215,North West,2019,Females,Salary,17682
215,North West,2020,Females,Salary,18500
216,Shepparton,2016,Males,Jobs,62.8
216,Shepparton,2017,Males,Jobs,65.2
216,Shepparton,2018,Males,Jobs,66
216,Shepparton,2019,Males,Jobs,67.2
216,Shepparton,2020,Males,Jobs,68
216,Shepparton,2016,Females,Jobs,59
216,Shepparton,2017,Females,Jobs,60.3
216,Shepparton,2018,Females,Jobs,62.1
216,Shepparton,2019,Females,Jobs,62.7
216,Shepparton,2020,Females,Jobs,64.8
216,Shepparton,2016,Males,Salary,23587
216,Shepparton,2017,Males,Salary,25002
216,Shepparton,2018,Males,Salary,25855
216,Shepparton,2019,Males,Salary,27910
216,Shepparton,2020,Males,Salary,28703
216,Shepparton,2016,Females,Salary,15796
216,Shepparton,2017,Females,Salary,17055
216,Shepparton,2018,Females,Salary,17100
216,Shepparton,2019,Females,Salary,19388
216,Shepparton,2020,Females,Salary,20000
217,Warrnambool and South West,2016,Males,Jobs,52.2
217,Warrnambool and South West,2017,Males,Jobs,53.1
217,Warrnambool and South West,2018,Males,Jobs,53.5
217,Warrnambool and South West,2019,Males,Jobs,53.5
217,Warrnambool and South West,2020,Males,Jobs,55.3
217,Warrnambool and South West,2016,Females,Jobs,50.3
217,Warrnambool and South West,2017,Females,Jobs,50.2
217,Warrnambool and South West,2018,Females,Jobs,52.8
217,Warrnambool and South West,2019,Females,Jobs,52.2
217,Warrnambool and South West,2020,Females,Jobs,54.8
217,Warrnambool and South West,2016,Males,Salary,22500
217,Warrnambool and South West,2017,Males,Salary,24009
217,Warrnambool and South West,2018,Males,Salary,25151
217,Warrnambool and South West,2019,Males,Salary,26860
217,Warrnambool and South West,2020,Males,Salary,28711
217,Warrnambool and South West,2016,Females,Salary,14858
217,Warrnambool and South West,2017,Females,Salary,16003
217,Warrnambool and South West,2018,Females,Salary,16220
217,Warrnambool and South West,2019,Females,Salary,18485
217,Warrnambool and South West,2020,Females,Salary,19822
301,Brisbane - East,2016,Males,Jobs,53.5
301,Brisbane - East,2017,Males,Jobs,53.8
301,Brisbane - East,2018,Males,Jobs,55.7
301,Brisbane - East,2019,Males,Jobs,54.4
301,Brisbane - East,2020,Males,Jobs,54.8
301,Brisbane - East,2016,Females,Jobs,50.5
301,Brisbane - East,2017,Females,Jobs,50.8
301,Brisbane - East,2018,Females,Jobs,53.8
301,Brisbane - East,2019,Females,Jobs,52.5
301,Brisbane - East,2020,Females,Jobs,54.1
301,Brisbane - East,2016,Males,Salary,36673
301,Brisbane - East,2017,Males,Salary,36717
301,Brisbane - East,2018,Males,Salary,38751
301,Brisbane - East,2019,Males,Salary,41033
301,Brisbane - East,2020,Males,Salary,39876
301,Brisbane - East,2016,Females,Salary,24380
301,Brisbane - East,2017,Females,Salary,24985
301,Brisbane - East,2018,Females,Salary,26230
301,Brisbane - East,2019,Females,Salary,29167
301,Brisbane - East,2020,Females,Salary,29040
302,Brisbane - North,2016,Males,Jobs,2021.6
302,Brisbane - North,2017,Males,Jobs,2068.8
302,Brisbane - North,2018,Males,Jobs,2098.6
302,Brisbane - North,2019,Males,Jobs,2078.1
302,Brisbane - North,2020,Males,Jobs,2182.2
302,Brisbane - North,2016,Females,Jobs,1848.8
302,Brisbane - North,2017,Females,Jobs,1893
302,Brisbane - North,2018,Females,Jobs,1967.4
302,Brisbane - North,2019,Females,Jobs,1965.8
302,Brisbane - North,2020,Females,Jobs,2095.8
302,Brisbane - North,2016,Males,Salary,34915
302,Brisbane - North,2017,Males,Salary,36501
302,Brisbane - North,2018,Males,Salary,37596
302,Brisbane - North,2019,Males,Salary,39999
302,Brisbane - North,2020,Males,Salary,38599
302,Brisbane - North,2016,Females,Salary,26067
302,Brisbane - North,2017,Females,Salary,27060
302,Brisbane - North,2018,Females,Salary,28033
302,Brisbane - North,2019,Females,Salary,30647
302,Brisbane - North,2020,Females,Salary,29435
303,Brisbane - South,2016,Males,Jobs,93
303,Brisbane - South,2017,Males,Jobs,94.8
303,Brisbane - South,2018,Males,Jobs,95.1
303,Brisbane - South,2019,Males,Jobs,93.3
303,Brisbane - South,2020,Males,Jobs,97.3
303,Brisbane - South,2016,Females,Jobs,88.8
303,Brisbane - South,2017,Females,Jobs,90.4
303,Brisbane - South,2018,Females,Jobs,92
303,Brisbane - South,2019,Females,Jobs,90.7
303,Brisbane - South,2020,Females,Jobs,95.2
303,Brisbane - South,2016,Males,Salary,26734
303,Brisbane - South,2017,Males,Salary,27545
303,Brisbane - South,2018,Males,Salary,28640
303,Brisbane - South,2019,Males,Salary,31001
303,Brisbane - South,2020,Males,Salary,31625
303,Brisbane - South,2016,Females,Salary,21545
303,Brisbane - South,2017,Females,Salary,22259
303,Brisbane - South,2018,Females,Salary,22992
303,Brisbane - South,2019,Females,Salary,25187
303,Brisbane - South,2020,Females,Salary,25611
304,Brisbane - West,2016,Males,Jobs,91.8
304,Brisbane - West,2017,Males,Jobs,92.9
304,Brisbane - West,2018,Males,Jobs,94.7
304,Brisbane - West,2019,Males,Jobs,93.6
304,Brisbane - West,2020,Males,Jobs,97.8
304,Brisbane - West,2016,Females,Jobs,87.6
304,Brisbane - West,2017,Females,Jobs,89.2
304,Brisbane - West,2018,Females,Jobs,92.5
304,Brisbane - West,2019,Females,Jobs,91.6
304,Brisbane - West,2020,Females,Jobs,97.2
304,Brisbane - West,2016,Males,Salary,38701
304,Brisbane - West,2017,Males,Salary,39815
304,Brisbane - West,2018,Males,Salary,41667
304,Brisbane - West,2019,Males,Salary,44698
304,Brisbane - West,2020,Males,Salary,44042
304,Brisbane - West,2016,Females,Salary,22251
304,Brisbane - West,2017,Females,Salary,23396
